cloc,cori,deRT,deori,dereport,id,imiloc,imiori,ordercondition,pmiloc,pmiori,report,rt1,sub,testc,trial,trialconflict,target,nontarget,error,abserror,deerror,deabserror,badtrial,debadtrial
2.0,8.0,2352.0,164.0,145.0,1,2.0,8.0,1.0,0.0,67.0,31.0,2055.0,1.0,0.0,0.0,2.0,67.0,8.0,-36.0,36.0,-19.0,19.0,,
1.0,89.0,2715.0,5.0,9.0,1,1.0,99.0,1.0,3.0,131.0,115.0,2152.0,1.0,0.0,1.0,2.0,131.0,89.0,-16.0,16.0,4.0,4.0,,
1.0,84.0,1670.0,147.0,134.0,1,1.0,44.0,1.0,2.0,80.0,63.0,2668.0,1.0,0.0,2.0,2.0,80.0,84.0,-17.0,17.0,-13.0,13.0,,
0.0,7.0,1531.0,7.0,16.0,1,0.0,134.0,1.0,1.0,5.0,25.0,2711.0,1.0,1.0,3.0,2.0,7.0,5.0,18.0,18.0,9.0,9.0,,
5.0,177.0,7482.0,31.0,26.0,1,5.0,56.0,1.0,4.0,91.0,90.0,3985.0,1.0,0.0,4.0,2.0,91.0,177.0,-1.0,1.0,-5.0,5.0,,
5.0,106.0,5948.0,121.0,121.0,1,5.0,145.0,1.0,2.0,166.0,69.0,1563.0,1.0,0.0,5.0,2.0,166.0,106.0,83.0,83.0,0.0,0.0,True,
1.0,171.0,1608.0,26.0,33.0,1,1.0,102.0,1.0,2.0,33.0,20.0,2128.0,1.0,0.0,6.0,2.0,33.0,171.0,-13.0,13.0,7.0,7.0,,
3.0,32.0,1986.0,59.0,54.0,1,3.0,82.0,1.0,0.0,102.0,34.0,2164.0,1.0,1.0,7.0,2.0,32.0,102.0,2.0,2.0,-5.0,5.0,,
3.0,153.0,1381.0,126.0,127.0,1,3.0,23.0,1.0,4.0,169.0,139.0,1964.0,1.0,0.0,8.0,2.0,169.0,153.0,-30.0,30.0,1.0,1.0,,
5.0,84.0,1927.0,107.0,110.0,1,5.0,66.0,1.0,0.0,109.0,42.0,3105.0,1.0,1.0,9.0,2.0,84.0,109.0,-42.0,42.0,3.0,3.0,,
4.0,97.0,1557.0,150.0,141.0,1,4.0,138.0,1.0,5.0,19.0,36.0,1923.0,1.0,0.0,10.0,2.0,19.0,97.0,17.0,17.0,-9.0,9.0,,
4.0,114.0,1389.0,31.0,37.0,1,4.0,119.0,1.0,1.0,74.0,49.0,2916.0,1.0,0.0,11.0,2.0,74.0,114.0,-25.0,25.0,6.0,6.0,,
0.0,6.0,3242.0,10.0,13.0,1,0.0,124.0,1.0,4.0,97.0,109.0,2154.0,1.0,0.0,12.0,2.0,97.0,6.0,12.0,12.0,3.0,3.0,,
4.0,130.0,1789.0,165.0,140.0,1,4.0,17.0,1.0,3.0,24.0,117.0,3623.0,1.0,1.0,13.0,2.0,130.0,24.0,-13.0,13.0,-25.0,25.0,,
5.0,10.0,1812.0,2.0,5.0,1,5.0,57.0,1.0,3.0,16.0,11.0,1624.0,1.0,1.0,14.0,2.0,10.0,16.0,1.0,1.0,3.0,3.0,,
0.0,109.0,3481.0,12.0,15.0,1,0.0,77.0,1.0,2.0,147.0,43.0,2414.0,1.0,1.0,15.0,2.0,109.0,147.0,-66.0,66.0,3.0,3.0,True,
5.0,86.0,1588.0,130.0,124.0,1,5.0,62.0,1.0,1.0,93.0,137.0,1357.0,1.0,0.0,16.0,2.0,93.0,86.0,44.0,44.0,-6.0,6.0,,
1.0,179.0,1990.0,52.0,46.0,1,1.0,0.0,1.0,0.0,178.0,1.0,5381.0,1.0,1.0,17.0,2.0,179.0,178.0,2.0,2.0,-6.0,6.0,,
0.0,129.0,2839.0,126.0,0.0,1,0.0,172.0,1.0,2.0,122.0,119.0,1355.0,1.0,0.0,18.0,2.0,122.0,129.0,-3.0,3.0,54.0,54.0,,True
2.0,20.0,2034.0,133.0,133.0,1,2.0,74.0,1.0,0.0,102.0,130.0,1530.0,1.0,0.0,19.0,2.0,102.0,20.0,28.0,28.0,0.0,0.0,,
3.0,2.0,1442.0,22.0,25.0,1,3.0,24.0,1.0,4.0,142.0,11.0,2505.0,1.0,0.0,20.0,2.0,142.0,2.0,49.0,49.0,3.0,3.0,,
1.0,83.0,1533.0,72.0,54.0,1,1.0,86.0,1.0,5.0,49.0,48.0,1357.0,1.0,1.0,21.0,2.0,83.0,49.0,-35.0,35.0,-18.0,18.0,,
5.0,178.0,2546.0,126.0,144.0,1,5.0,37.0,1.0,2.0,135.0,162.0,1485.0,1.0,1.0,22.0,2.0,178.0,135.0,-16.0,16.0,18.0,18.0,,
4.0,173.0,1457.0,107.0,120.0,1,4.0,173.0,1.0,5.0,101.0,158.0,1248.0,1.0,0.0,23.0,2.0,101.0,173.0,57.0,57.0,13.0,13.0,,
0.0,124.0,3799.0,106.0,124.0,1,0.0,43.0,1.0,3.0,95.0,128.0,1425.0,1.0,0.0,24.0,2.0,95.0,124.0,33.0,33.0,18.0,18.0,,
0.0,46.0,2083.0,136.0,134.0,1,0.0,102.0,1.0,3.0,166.0,149.0,2216.0,1.0,0.0,25.0,2.0,166.0,46.0,-17.0,17.0,-2.0,2.0,,
1.0,65.0,1503.0,126.0,125.0,1,1.0,115.0,1.0,4.0,31.0,126.0,2394.0,1.0,1.0,26.0,2.0,65.0,31.0,61.0,61.0,-1.0,1.0,,
4.0,106.0,1499.0,147.0,128.0,1,4.0,130.0,1.0,2.0,138.0,130.0,2352.0,1.0,0.0,27.0,2.0,138.0,106.0,-8.0,8.0,-19.0,19.0,,
5.0,107.0,2135.0,64.0,51.0,1,5.0,164.0,1.0,2.0,7.0,136.0,1760.0,1.0,1.0,28.0,2.0,107.0,7.0,29.0,29.0,-13.0,13.0,,
2.0,124.0,2412.0,34.0,44.0,1,2.0,68.0,1.0,3.0,63.0,133.0,1451.0,1.0,1.0,29.0,2.0,124.0,63.0,9.0,9.0,10.0,10.0,,
4.0,109.0,1700.0,148.0,150.0,1,4.0,82.0,1.0,5.0,97.0,122.0,1306.0,1.0,1.0,30.0,2.0,109.0,97.0,13.0,13.0,2.0,2.0,,
3.0,60.0,1341.0,54.0,45.0,1,3.0,173.0,1.0,2.0,159.0,140.0,1317.0,1.0,0.0,31.0,2.0,159.0,60.0,-19.0,19.0,-9.0,9.0,,
2.0,5.0,1853.0,73.0,59.0,1,2.0,31.0,1.0,5.0,24.0,22.0,1411.0,1.0,1.0,32.0,2.0,5.0,24.0,17.0,17.0,-14.0,14.0,,
0.0,15.0,1087.0,102.0,121.0,1,0.0,21.0,1.0,4.0,9.0,53.0,1979.0,1.0,0.0,33.0,2.0,9.0,15.0,44.0,44.0,19.0,19.0,,
0.0,83.0,2658.0,78.0,81.0,1,0.0,158.0,1.0,4.0,139.0,75.0,1326.0,1.0,1.0,34.0,2.0,83.0,139.0,-8.0,8.0,3.0,3.0,,
4.0,2.0,2121.0,141.0,125.0,1,4.0,54.0,1.0,3.0,148.0,179.0,5187.0,1.0,1.0,35.0,2.0,2.0,148.0,-3.0,3.0,-16.0,16.0,,
1.0,105.0,1876.0,46.0,25.0,1,1.0,113.0,1.0,2.0,58.0,131.0,1343.0,1.0,1.0,36.0,2.0,105.0,58.0,26.0,26.0,-21.0,21.0,,
3.0,115.0,1816.0,118.0,44.0,1,3.0,16.0,1.0,4.0,164.0,139.0,2732.0,1.0,0.0,37.0,2.0,164.0,115.0,-25.0,25.0,-74.0,74.0,,True
4.0,33.0,1191.0,135.0,131.0,1,4.0,74.0,1.0,2.0,108.0,34.0,1765.0,1.0,1.0,38.0,2.0,33.0,108.0,1.0,1.0,-4.0,4.0,,
4.0,163.0,1890.0,61.0,140.0,1,4.0,171.0,1.0,5.0,92.0,97.0,1312.0,1.0,0.0,39.0,2.0,92.0,163.0,5.0,5.0,79.0,79.0,,True
4.0,148.0,1165.0,137.0,125.0,1,4.0,162.0,1.0,3.0,69.0,80.0,1085.0,1.0,0.0,40.0,2.0,69.0,148.0,11.0,11.0,-12.0,12.0,,
3.0,83.0,1792.0,48.0,175.0,1,3.0,35.0,1.0,5.0,108.0,96.0,1927.0,1.0,1.0,41.0,2.0,83.0,108.0,13.0,13.0,-53.0,53.0,,True
5.0,16.0,1112.0,113.0,113.0,1,5.0,59.0,1.0,0.0,136.0,126.0,1502.0,1.0,0.0,42.0,2.0,136.0,16.0,-10.0,10.0,0.0,0.0,,
3.0,2.0,4203.0,84.0,78.0,1,3.0,34.0,1.0,2.0,34.0,53.0,1509.0,1.0,0.0,43.0,2.0,34.0,2.0,19.0,19.0,-6.0,6.0,,
0.0,93.0,2055.0,176.0,170.0,1,0.0,161.0,1.0,3.0,171.0,110.0,1314.0,1.0,1.0,44.0,2.0,93.0,171.0,17.0,17.0,-6.0,6.0,,
2.0,54.0,1284.0,56.0,52.0,1,2.0,69.0,1.0,1.0,105.0,147.0,1389.0,1.0,1.0,45.0,2.0,54.0,105.0,-87.0,87.0,-4.0,4.0,True,
0.0,86.0,1023.0,151.0,150.0,1,0.0,15.0,1.0,2.0,128.0,136.0,1944.0,1.0,0.0,46.0,2.0,128.0,86.0,8.0,8.0,-1.0,1.0,,
0.0,62.0,1567.0,8.0,24.0,1,0.0,10.0,1.0,3.0,10.0,26.0,1311.0,1.0,1.0,47.0,2.0,62.0,10.0,-36.0,36.0,16.0,16.0,,
1.0,19.0,1096.0,140.0,138.0,1,1.0,11.0,1.0,0.0,92.0,23.0,1806.0,1.0,1.0,48.0,2.0,19.0,92.0,4.0,4.0,-2.0,2.0,,
5.0,171.0,1218.0,117.0,114.0,1,5.0,179.0,1.0,2.0,70.0,160.0,1018.0,1.0,1.0,49.0,2.0,171.0,70.0,-11.0,11.0,-3.0,3.0,,
3.0,95.0,2848.0,89.0,82.0,1,3.0,104.0,1.0,1.0,115.0,111.0,1441.0,1.0,1.0,50.0,2.0,95.0,115.0,16.0,16.0,-7.0,7.0,,
1.0,120.0,5390.0,0.0,1.0,1,1.0,4.0,1.0,0.0,112.0,137.0,1213.0,1.0,1.0,51.0,2.0,120.0,112.0,17.0,17.0,1.0,1.0,,
0.0,118.0,3057.0,101.0,104.0,1,0.0,11.0,1.0,5.0,50.0,35.0,1355.0,1.0,0.0,52.0,2.0,50.0,118.0,-15.0,15.0,3.0,3.0,,
5.0,41.0,4709.0,125.0,106.0,1,5.0,75.0,1.0,3.0,127.0,137.0,1644.0,1.0,1.0,53.0,2.0,41.0,127.0,-84.0,84.0,-19.0,19.0,True,
0.0,50.0,2274.0,64.0,51.0,1,0.0,55.0,1.0,4.0,114.0,121.0,2943.0,1.0,0.0,54.0,2.0,114.0,50.0,7.0,7.0,-13.0,13.0,,
0.0,128.0,1223.0,108.0,119.0,1,0.0,135.0,1.0,4.0,54.0,55.0,1100.0,1.0,0.0,55.0,2.0,54.0,128.0,1.0,1.0,11.0,11.0,,
1.0,21.0,1274.0,62.0,58.0,1,1.0,174.0,1.0,3.0,55.0,52.0,1307.0,1.0,0.0,56.0,2.0,55.0,21.0,-3.0,3.0,-4.0,4.0,,
1.0,106.0,1107.0,128.0,131.0,1,1.0,107.0,1.0,4.0,32.0,123.0,1721.0,1.0,1.0,57.0,2.0,106.0,32.0,17.0,17.0,3.0,3.0,,
0.0,101.0,1929.0,172.0,170.0,1,0.0,172.0,1.0,2.0,136.0,104.0,1891.0,1.0,1.0,58.0,2.0,101.0,136.0,3.0,3.0,-2.0,2.0,,
3.0,78.0,1954.0,0.0,177.0,1,3.0,7.0,1.0,1.0,16.0,44.0,1704.0,1.0,1.0,59.0,2.0,78.0,16.0,-34.0,34.0,-3.0,3.0,,
4.0,129.0,880.0,69.0,55.0,1,0.0,53.0,1.0,5.0,149.0,150.0,1684.0,1.0,1.0,60.0,1.0,129.0,149.0,21.0,21.0,-14.0,14.0,,
4.0,1.0,1277.0,3.0,14.0,1,5.0,69.0,1.0,0.0,78.0,41.0,1281.0,1.0,0.0,61.0,1.0,78.0,1.0,-37.0,37.0,11.0,11.0,,
5.0,2.0,1184.0,13.0,9.0,1,1.0,16.0,1.0,3.0,108.0,130.0,1226.0,1.0,0.0,62.0,1.0,108.0,2.0,22.0,22.0,-4.0,4.0,,
5.0,12.0,1074.0,57.0,34.0,1,1.0,57.0,1.0,4.0,51.0,30.0,1523.0,1.0,1.0,63.0,1.0,12.0,51.0,18.0,18.0,-23.0,23.0,,
1.0,48.0,1250.0,84.0,76.0,1,0.0,80.0,1.0,4.0,105.0,107.0,2282.0,1.0,0.0,64.0,1.0,105.0,48.0,2.0,2.0,-8.0,8.0,,
5.0,142.0,1291.0,15.0,129.0,1,3.0,122.0,1.0,2.0,133.0,128.0,1169.0,1.0,0.0,65.0,1.0,133.0,142.0,-5.0,5.0,-66.0,66.0,,True
1.0,146.0,1776.0,39.0,141.0,1,3.0,142.0,1.0,5.0,167.0,139.0,1133.0,1.0,0.0,66.0,1.0,167.0,146.0,-28.0,28.0,-78.0,78.0,,True
1.0,123.0,1128.0,164.0,152.0,1,4.0,56.0,1.0,0.0,171.0,131.0,1135.0,1.0,1.0,67.0,1.0,123.0,171.0,8.0,8.0,-12.0,12.0,,
4.0,11.0,1239.0,138.0,142.0,1,1.0,34.0,1.0,0.0,101.0,114.0,1756.0,1.0,0.0,68.0,1.0,101.0,11.0,13.0,13.0,4.0,4.0,,
3.0,160.0,713.0,162.0,81.0,1,1.0,87.0,1.0,4.0,79.0,48.0,1666.0,1.0,1.0,69.0,1.0,160.0,79.0,68.0,68.0,-81.0,81.0,,True
4.0,99.0,1245.0,22.0,39.0,1,0.0,85.0,1.0,2.0,127.0,127.0,955.0,1.0,0.0,70.0,1.0,127.0,99.0,0.0,0.0,17.0,17.0,,
5.0,27.0,765.0,135.0,127.0,1,0.0,36.0,1.0,2.0,145.0,135.0,1337.0,1.0,1.0,71.0,1.0,27.0,145.0,-72.0,72.0,-8.0,8.0,True,
3.0,15.0,955.0,118.0,119.0,1,0.0,97.0,1.0,2.0,39.0,38.0,1221.0,1.0,0.0,72.0,1.0,39.0,15.0,-1.0,1.0,1.0,1.0,,
0.0,132.0,1224.0,162.0,143.0,1,3.0,119.0,1.0,2.0,173.0,29.0,1035.0,1.0,0.0,73.0,1.0,173.0,132.0,36.0,36.0,-19.0,19.0,,
5.0,178.0,1194.0,15.0,35.0,1,4.0,83.0,1.0,2.0,18.0,33.0,1825.0,1.0,1.0,74.0,1.0,178.0,18.0,35.0,35.0,20.0,20.0,,
5.0,72.0,1324.0,59.0,46.0,1,3.0,30.0,1.0,4.0,26.0,35.0,2078.0,1.0,1.0,75.0,1.0,72.0,26.0,-37.0,37.0,-13.0,13.0,,
2.0,59.0,1694.0,83.0,81.0,1,5.0,179.0,1.0,3.0,163.0,179.0,2878.0,1.0,0.0,76.0,1.0,163.0,59.0,16.0,16.0,-2.0,2.0,,
2.0,178.0,1792.0,160.0,154.0,1,3.0,8.0,1.0,0.0,18.0,36.0,1204.0,1.0,0.0,77.0,1.0,18.0,178.0,18.0,18.0,-6.0,6.0,,
5.0,165.0,1159.0,163.0,141.0,1,4.0,45.0,1.0,2.0,102.0,134.0,1105.0,1.0,0.0,78.0,1.0,102.0,165.0,32.0,32.0,-22.0,22.0,,
5.0,119.0,1416.0,98.0,106.0,1,1.0,127.0,1.0,0.0,48.0,38.0,1207.0,1.0,1.0,79.0,1.0,119.0,48.0,-81.0,81.0,8.0,8.0,True,
1.0,113.0,1960.0,99.0,105.0,1,5.0,45.0,1.0,2.0,133.0,112.0,1067.0,1.0,0.0,80.0,1.0,133.0,113.0,-21.0,21.0,6.0,6.0,,
2.0,123.0,3958.0,2.0,11.0,1,0.0,15.0,1.0,1.0,40.0,36.0,1542.0,1.0,0.0,81.0,1.0,40.0,123.0,-4.0,4.0,9.0,9.0,,
2.0,44.0,1367.0,137.0,120.0,1,1.0,34.0,1.0,4.0,104.0,120.0,1601.0,1.0,0.0,82.0,1.0,104.0,44.0,16.0,16.0,-17.0,17.0,,
0.0,45.0,1393.0,73.0,80.0,1,4.0,153.0,1.0,3.0,103.0,107.0,1653.0,1.0,1.0,83.0,1.0,45.0,103.0,62.0,62.0,7.0,7.0,,
2.0,127.0,1966.0,133.0,124.0,1,4.0,152.0,1.0,5.0,175.0,117.0,1461.0,1.0,1.0,84.0,1.0,127.0,175.0,-10.0,10.0,-9.0,9.0,,
3.0,157.0,1111.0,39.0,30.0,1,0.0,71.0,1.0,1.0,63.0,43.0,1594.0,1.0,0.0,85.0,1.0,63.0,157.0,-20.0,20.0,-9.0,9.0,,
0.0,53.0,1951.0,172.0,163.0,1,5.0,106.0,1.0,2.0,49.0,47.0,1201.0,1.0,1.0,86.0,1.0,53.0,49.0,-6.0,6.0,-9.0,9.0,,
1.0,45.0,1648.0,46.0,35.0,1,2.0,51.0,1.0,5.0,46.0,44.0,1229.0,1.0,0.0,87.0,1.0,46.0,45.0,-2.0,2.0,-11.0,11.0,,
2.0,93.0,1489.0,104.0,113.0,1,0.0,134.0,1.0,4.0,157.0,127.0,1015.0,1.0,0.0,88.0,1.0,157.0,93.0,-30.0,30.0,9.0,9.0,,
5.0,4.0,1209.0,55.0,77.0,1,3.0,140.0,1.0,4.0,162.0,142.0,1237.0,1.0,1.0,89.0,1.0,4.0,162.0,-42.0,42.0,22.0,22.0,,
2.0,121.0,1336.0,113.0,115.0,1,0.0,38.0,1.0,4.0,115.0,111.0,5062.0,1.0,1.0,90.0,1.0,121.0,115.0,-10.0,10.0,2.0,2.0,,
4.0,114.0,1122.0,16.0,50.0,1,1.0,143.0,1.0,0.0,139.0,122.0,2254.0,1.0,1.0,91.0,1.0,114.0,139.0,8.0,8.0,34.0,34.0,,
2.0,175.0,910.0,59.0,62.0,1,3.0,176.0,1.0,5.0,137.0,145.0,977.0,1.0,0.0,92.0,1.0,137.0,175.0,8.0,8.0,3.0,3.0,,
4.0,113.0,1012.0,169.0,154.0,1,3.0,140.0,1.0,2.0,6.0,57.0,1310.0,1.0,1.0,93.0,1.0,113.0,6.0,-56.0,56.0,-15.0,15.0,,
2.0,59.0,1331.0,10.0,14.0,1,5.0,111.0,1.0,1.0,115.0,114.0,1460.0,1.0,0.0,94.0,1.0,115.0,59.0,-1.0,1.0,4.0,4.0,,
4.0,102.0,971.0,149.0,140.0,1,5.0,138.0,1.0,1.0,172.0,149.0,1627.0,1.0,1.0,95.0,1.0,102.0,172.0,47.0,47.0,-9.0,9.0,,
0.0,125.0,1762.0,132.0,123.0,1,1.0,136.0,1.0,5.0,114.0,95.0,1309.0,1.0,1.0,96.0,1.0,125.0,114.0,-30.0,30.0,-9.0,9.0,,
0.0,13.0,1451.0,84.0,88.0,1,5.0,56.0,1.0,2.0,27.0,47.0,1187.0,1.0,0.0,97.0,1.0,27.0,13.0,20.0,20.0,4.0,4.0,,
0.0,91.0,3680.0,100.0,100.0,1,5.0,106.0,1.0,1.0,82.0,81.0,2996.0,1.0,0.0,98.0,1.0,82.0,91.0,-1.0,1.0,0.0,0.0,,
5.0,166.0,1968.0,57.0,42.0,1,4.0,151.0,1.0,2.0,49.0,56.0,1893.0,1.0,1.0,99.0,1.0,166.0,49.0,70.0,70.0,-15.0,15.0,True,
1.0,32.0,2333.0,164.0,136.0,1,3.0,135.0,1.0,4.0,40.0,60.0,1567.0,1.0,1.0,100.0,1.0,32.0,40.0,28.0,28.0,-28.0,28.0,,
3.0,82.0,1406.0,57.0,48.0,1,2.0,23.0,1.0,4.0,176.0,15.0,2341.0,1.0,0.0,101.0,1.0,176.0,82.0,19.0,19.0,-9.0,9.0,,
1.0,12.0,2134.0,5.0,12.0,1,3.0,74.0,1.0,5.0,30.0,26.0,1984.0,1.0,0.0,102.0,1.0,30.0,12.0,-4.0,4.0,7.0,7.0,,
0.0,111.0,1855.0,16.0,23.0,1,5.0,65.0,1.0,2.0,21.0,37.0,2186.0,1.0,0.0,103.0,1.0,21.0,111.0,16.0,16.0,7.0,7.0,,
5.0,76.0,1845.0,119.0,115.0,1,0.0,159.0,1.0,3.0,58.0,50.0,948.0,1.0,0.0,104.0,1.0,58.0,76.0,-8.0,8.0,-4.0,4.0,,
4.0,35.0,1117.0,9.0,19.0,1,5.0,133.0,1.0,0.0,141.0,120.0,1141.0,1.0,0.0,105.0,1.0,141.0,35.0,-21.0,21.0,10.0,10.0,,
1.0,151.0,2322.0,40.0,22.0,1,4.0,22.0,1.0,2.0,107.0,97.0,1163.0,1.0,1.0,106.0,1.0,151.0,107.0,-54.0,54.0,-18.0,18.0,,
1.0,30.0,1193.0,42.0,46.0,1,0.0,176.0,1.0,5.0,10.0,20.0,1376.0,1.0,1.0,107.0,1.0,30.0,10.0,-10.0,10.0,4.0,4.0,,
0.0,0.0,980.0,42.0,43.0,1,4.0,49.0,1.0,1.0,54.0,43.0,2108.0,1.0,1.0,108.0,1.0,0.0,54.0,43.0,43.0,1.0,1.0,,
0.0,114.0,886.0,113.0,123.0,1,1.0,48.0,1.0,3.0,13.0,134.0,1390.0,1.0,1.0,109.0,1.0,114.0,13.0,20.0,20.0,10.0,10.0,,
0.0,1.0,691.0,138.0,131.0,1,2.0,106.0,1.0,1.0,13.0,44.0,970.0,1.0,0.0,110.0,1.0,13.0,1.0,31.0,31.0,-7.0,7.0,,
5.0,110.0,881.0,130.0,128.0,1,1.0,76.0,1.0,0.0,167.0,149.0,867.0,1.0,1.0,111.0,1.0,110.0,167.0,39.0,39.0,-2.0,2.0,,
2.0,121.0,1353.0,150.0,142.0,1,4.0,64.0,1.0,1.0,101.0,108.0,2027.0,1.0,0.0,112.0,1.0,101.0,121.0,7.0,7.0,-8.0,8.0,,
2.0,99.0,953.0,56.0,47.0,1,4.0,84.0,1.0,5.0,10.0,157.0,1646.0,1.0,1.0,113.0,1.0,99.0,10.0,58.0,58.0,-9.0,9.0,,
1.0,94.0,1359.0,49.0,62.0,1,2.0,15.0,1.0,0.0,2.0,175.0,2422.0,1.0,1.0,114.0,1.0,94.0,2.0,81.0,81.0,13.0,13.0,True,
4.0,61.0,1673.0,25.0,35.0,1,1.0,173.0,1.0,3.0,87.0,80.0,1597.0,1.0,1.0,115.0,1.0,61.0,87.0,19.0,19.0,10.0,10.0,,
0.0,43.0,3942.0,28.0,172.0,1,1.0,165.0,1.0,4.0,177.0,153.0,1332.0,1.0,1.0,116.0,1.0,43.0,177.0,-70.0,70.0,-36.0,36.0,True,
0.0,152.0,3119.0,24.0,34.0,1,5.0,81.0,1.0,3.0,78.0,78.0,1364.0,1.0,1.0,117.0,1.0,152.0,78.0,-74.0,74.0,10.0,10.0,True,
1.0,40.0,1274.0,70.0,79.0,1,2.0,177.0,1.0,0.0,25.0,45.0,1052.0,1.0,1.0,118.0,1.0,40.0,25.0,5.0,5.0,9.0,9.0,,
2.0,167.0,983.0,58.0,63.0,1,5.0,128.0,1.0,3.0,146.0,111.0,1176.0,1.0,0.0,119.0,1.0,146.0,167.0,-35.0,35.0,5.0,5.0,,
5.0,13.0,3462.0,28.0,29.0,2,5.0,69.0,1.0,0.0,5.0,31.0,2524.0,2.0,0.0,0.0,2.0,5.0,13.0,26.0,26.0,1.0,1.0,,
4.0,73.0,3089.0,113.0,98.0,2,4.0,111.0,1.0,3.0,115.0,97.0,2682.0,2.0,1.0,1.0,2.0,73.0,115.0,24.0,24.0,-15.0,15.0,,
2.0,35.0,2809.0,114.0,112.0,2,2.0,95.0,1.0,4.0,124.0,107.0,2151.0,2.0,0.0,2.0,2.0,124.0,35.0,-17.0,17.0,-2.0,2.0,,
1.0,97.0,2247.0,3.0,8.0,2,1.0,171.0,1.0,5.0,105.0,114.0,2386.0,2.0,0.0,3.0,2.0,105.0,97.0,9.0,9.0,5.0,5.0,,
3.0,79.0,2233.0,134.0,129.0,2,3.0,103.0,1.0,5.0,89.0,108.0,2374.0,2.0,1.0,4.0,2.0,79.0,89.0,29.0,29.0,-5.0,5.0,,
5.0,162.0,3735.0,124.0,125.0,2,5.0,133.0,1.0,0.0,43.0,131.0,2261.0,2.0,1.0,5.0,2.0,162.0,43.0,-31.0,31.0,1.0,1.0,,
1.0,139.0,5072.0,67.0,59.0,2,1.0,139.0,1.0,5.0,15.0,146.0,2223.0,2.0,1.0,6.0,2.0,139.0,15.0,7.0,7.0,-8.0,8.0,,
3.0,168.0,2603.0,71.0,73.0,2,3.0,157.0,1.0,1.0,117.0,114.0,2269.0,2.0,0.0,7.0,2.0,117.0,168.0,-3.0,3.0,2.0,2.0,,
2.0,80.0,2608.0,106.0,106.0,2,2.0,4.0,1.0,5.0,51.0,99.0,2125.0,2.0,0.0,8.0,2.0,51.0,80.0,48.0,48.0,0.0,0.0,,
5.0,148.0,2926.0,64.0,60.0,2,5.0,8.0,1.0,2.0,162.0,128.0,2520.0,2.0,1.0,9.0,2.0,148.0,162.0,-20.0,20.0,-4.0,4.0,,
2.0,168.0,5563.0,7.0,176.0,2,2.0,5.0,1.0,5.0,109.0,175.0,2855.0,2.0,1.0,10.0,2.0,168.0,109.0,7.0,7.0,-11.0,11.0,,
0.0,10.0,3403.0,101.0,109.0,2,0.0,99.0,1.0,5.0,15.0,10.0,2243.0,2.0,0.0,11.0,2.0,15.0,10.0,-5.0,5.0,8.0,8.0,,
4.0,77.0,2183.0,164.0,167.0,2,4.0,88.0,1.0,1.0,148.0,96.0,2688.0,2.0,0.0,12.0,2.0,148.0,77.0,-52.0,52.0,3.0,3.0,,
5.0,102.0,2149.0,104.0,158.0,2,5.0,147.0,1.0,3.0,142.0,159.0,3704.0,2.0,0.0,13.0,2.0,142.0,102.0,17.0,17.0,54.0,54.0,,True
0.0,31.0,3722.0,78.0,74.0,2,0.0,48.0,1.0,5.0,22.0,13.0,2479.0,2.0,0.0,14.0,2.0,22.0,31.0,-9.0,9.0,-4.0,4.0,,
2.0,167.0,3152.0,152.0,151.0,2,2.0,126.0,1.0,4.0,19.0,155.0,5500.0,2.0,1.0,15.0,2.0,167.0,19.0,-12.0,12.0,-1.0,1.0,,
5.0,128.0,2537.0,161.0,164.0,2,5.0,104.0,1.0,2.0,57.0,142.0,2394.0,2.0,1.0,16.0,2.0,128.0,57.0,14.0,14.0,3.0,3.0,,
2.0,76.0,2233.0,21.0,12.0,2,2.0,79.0,1.0,5.0,10.0,18.0,2559.0,2.0,1.0,17.0,2.0,76.0,10.0,-58.0,58.0,-9.0,9.0,,
4.0,93.0,2519.0,39.0,24.0,2,4.0,53.0,1.0,3.0,24.0,24.0,1888.0,2.0,1.0,18.0,2.0,93.0,24.0,-69.0,69.0,-15.0,15.0,,
1.0,167.0,2516.0,177.0,3.0,2,1.0,58.0,1.0,5.0,57.0,1.0,2913.0,2.0,1.0,19.0,2.0,167.0,57.0,14.0,14.0,6.0,6.0,,
1.0,167.0,2392.0,90.0,98.0,2,1.0,46.0,1.0,0.0,106.0,24.0,4277.0,2.0,1.0,20.0,2.0,167.0,106.0,37.0,37.0,8.0,8.0,,
1.0,177.0,3479.0,105.0,105.0,2,1.0,117.0,1.0,5.0,131.0,119.0,2149.0,2.0,0.0,21.0,2.0,131.0,177.0,-12.0,12.0,0.0,0.0,,
0.0,130.0,2827.0,97.0,114.0,2,0.0,64.0,1.0,4.0,64.0,116.0,2144.0,2.0,0.0,22.0,2.0,64.0,130.0,52.0,52.0,17.0,17.0,,
3.0,127.0,2556.0,0.0,175.0,2,3.0,15.0,1.0,0.0,97.0,24.0,2022.0,2.0,1.0,23.0,2.0,127.0,97.0,77.0,77.0,-5.0,5.0,True,
5.0,77.0,2840.0,105.0,118.0,2,5.0,14.0,1.0,3.0,25.0,9.0,2060.0,2.0,0.0,24.0,2.0,25.0,77.0,-16.0,16.0,13.0,13.0,,
5.0,133.0,3014.0,82.0,47.0,2,5.0,163.0,1.0,3.0,98.0,121.0,20256.0,2.0,0.0,25.0,2.0,98.0,133.0,23.0,23.0,-35.0,35.0,,
