cloc,cori,deRT,deori,dereport,id,imiloc,imiori,ordercondition,pmiloc,pmiori,report,rt1,sub,testc,trial,trialconflict,target,nontarget,error,abserror,deerror,deabserror,badtrial,debadtrial
0.0,46.0,2395.0,73.0,42.0,57,0.0,81.0,1.0,2.0,128.0,20.0,1986.0,74.0,1.0,42.0,2.0,46.0,128.0,-26.0,26.0,-31.0,31.0,,
4.0,32.0,2413.0,34.0,25.0,57,4.0,46.0,1.0,0.0,31.0,19.0,2327.0,74.0,0.0,43.0,2.0,31.0,32.0,-12.0,12.0,-9.0,9.0,,
2.0,15.0,2525.0,161.0,163.0,57,2.0,18.0,1.0,0.0,118.0,147.0,1922.0,74.0,0.0,44.0,2.0,118.0,15.0,29.0,29.0,2.0,2.0,,
2.0,132.0,1914.0,66.0,32.0,57,2.0,156.0,1.0,1.0,155.0,147.0,2344.0,74.0,1.0,45.0,2.0,132.0,155.0,15.0,15.0,-34.0,34.0,,
0.0,9.0,3218.0,15.0,9.0,57,0.0,56.0,1.0,2.0,136.0,153.0,4063.0,74.0,0.0,46.0,2.0,136.0,9.0,17.0,17.0,-6.0,6.0,,
0.0,151.0,4318.0,87.0,106.0,57,0.0,59.0,1.0,1.0,36.0,20.0,3246.0,74.0,1.0,47.0,2.0,151.0,36.0,49.0,49.0,19.0,19.0,,
3.0,174.0,1925.0,33.0,24.0,57,3.0,121.0,1.0,5.0,52.0,31.0,1506.0,74.0,0.0,48.0,2.0,52.0,174.0,-21.0,21.0,-9.0,9.0,,
5.0,131.0,1848.0,36.0,22.0,57,5.0,68.0,1.0,0.0,128.0,21.0,3051.0,74.0,1.0,49.0,2.0,131.0,128.0,70.0,70.0,-14.0,14.0,,
4.0,118.0,1558.0,78.0,73.0,57,4.0,89.0,1.0,3.0,84.0,77.0,6086.0,74.0,1.0,50.0,2.0,118.0,84.0,-41.0,41.0,-5.0,5.0,,
3.0,82.0,2948.0,59.0,37.0,57,3.0,97.0,1.0,5.0,24.0,33.0,3615.0,74.0,0.0,51.0,2.0,24.0,82.0,9.0,9.0,-22.0,22.0,,
5.0,155.0,2977.0,21.0,18.0,57,5.0,55.0,1.0,2.0,115.0,145.0,3401.0,74.0,0.0,52.0,2.0,115.0,155.0,30.0,30.0,-3.0,3.0,,
2.0,133.0,2976.0,12.0,13.0,57,2.0,13.0,1.0,5.0,16.0,19.0,2627.0,74.0,1.0,53.0,2.0,133.0,16.0,66.0,66.0,1.0,1.0,,
3.0,107.0,2198.0,52.0,32.0,57,3.0,22.0,1.0,1.0,52.0,42.0,2419.0,74.0,1.0,54.0,2.0,107.0,52.0,-65.0,65.0,-20.0,20.0,,
0.0,45.0,2330.0,28.0,22.0,57,0.0,13.0,1.0,3.0,69.0,24.0,3546.0,74.0,1.0,55.0,2.0,45.0,69.0,-21.0,21.0,-6.0,6.0,,
5.0,38.0,2718.0,9.0,12.0,57,5.0,142.0,1.0,1.0,58.0,22.0,2098.0,74.0,0.0,56.0,2.0,58.0,38.0,-36.0,36.0,3.0,3.0,,
3.0,44.0,2412.0,38.0,21.0,57,3.0,81.0,1.0,0.0,149.0,20.0,2160.0,74.0,1.0,57.0,2.0,44.0,149.0,-24.0,24.0,-17.0,17.0,,
0.0,70.0,2424.0,107.0,141.0,57,0.0,157.0,1.0,4.0,93.0,152.0,1843.0,74.0,1.0,58.0,2.0,70.0,93.0,82.0,82.0,34.0,34.0,True,
0.0,116.0,5292.0,98.0,137.0,57,0.0,118.0,1.0,5.0,30.0,145.0,2816.0,74.0,1.0,59.0,2.0,116.0,30.0,29.0,29.0,39.0,39.0,,True
2.0,115.0,3596.0,83.0,37.0,57,5.0,93.0,1.0,3.0,99.0,148.0,3028.0,74.0,1.0,60.0,1.0,115.0,99.0,33.0,33.0,-46.0,46.0,,
4.0,169.0,2199.0,20.0,19.0,57,1.0,84.0,1.0,0.0,9.0,158.0,3474.0,74.0,1.0,61.0,1.0,169.0,9.0,-11.0,11.0,-1.0,1.0,,
5.0,75.0,3718.0,149.0,154.0,57,0.0,89.0,1.0,1.0,148.0,151.0,5497.0,74.0,0.0,62.0,1.0,148.0,75.0,3.0,3.0,5.0,5.0,,
4.0,43.0,3411.0,170.0,151.0,57,5.0,49.0,1.0,2.0,169.0,25.0,4043.0,74.0,1.0,63.0,1.0,43.0,169.0,-18.0,18.0,-19.0,19.0,,
3.0,15.0,3500.0,170.0,163.0,57,2.0,105.0,1.0,4.0,53.0,32.0,1795.0,74.0,0.0,64.0,1.0,53.0,15.0,-21.0,21.0,-7.0,7.0,,
5.0,117.0,1592.0,79.0,45.0,57,4.0,110.0,1.0,2.0,174.0,147.0,2138.0,74.0,1.0,65.0,1.0,117.0,174.0,30.0,30.0,-34.0,34.0,,
1.0,47.0,2231.0,108.0,138.0,57,2.0,125.0,1.0,4.0,106.0,21.0,1782.0,74.0,1.0,66.0,1.0,47.0,106.0,-26.0,26.0,30.0,30.0,,
1.0,51.0,1758.0,21.0,27.0,57,3.0,171.0,1.0,2.0,24.0,18.0,2078.0,74.0,1.0,67.0,1.0,51.0,24.0,-33.0,33.0,6.0,6.0,,
2.0,35.0,5484.0,148.0,151.0,57,1.0,35.0,1.0,4.0,0.0,12.0,3846.0,74.0,0.0,68.0,1.0,0.0,35.0,12.0,12.0,3.0,3.0,,
3.0,112.0,1864.0,44.0,34.0,57,1.0,133.0,1.0,0.0,142.0,152.0,3532.0,74.0,0.0,69.0,1.0,142.0,112.0,10.0,10.0,-10.0,10.0,,
1.0,109.0,3579.0,179.0,155.0,57,4.0,174.0,1.0,2.0,85.0,142.0,3895.0,74.0,1.0,70.0,1.0,109.0,85.0,33.0,33.0,-24.0,24.0,,
0.0,79.0,3635.0,172.0,158.0,57,1.0,50.0,1.0,5.0,16.0,48.0,4110.0,74.0,1.0,71.0,1.0,79.0,16.0,-31.0,31.0,-14.0,14.0,,
3.0,40.0,2942.0,48.0,29.0,57,1.0,170.0,1.0,2.0,3.0,33.0,5441.0,74.0,1.0,72.0,1.0,40.0,3.0,-7.0,7.0,-19.0,19.0,,
1.0,179.0,2241.0,127.0,143.0,57,2.0,173.0,1.0,4.0,30.0,22.0,1637.0,74.0,0.0,73.0,1.0,30.0,179.0,-8.0,8.0,16.0,16.0,,
5.0,42.0,2745.0,2.0,11.0,57,3.0,83.0,1.0,2.0,33.0,16.0,2561.0,74.0,0.0,74.0,1.0,33.0,42.0,-17.0,17.0,9.0,9.0,,
3.0,22.0,2739.0,156.0,161.0,57,5.0,61.0,1.0,0.0,140.0,147.0,2627.0,74.0,0.0,75.0,1.0,140.0,22.0,7.0,7.0,5.0,5.0,,
4.0,155.0,2235.0,158.0,163.0,57,5.0,37.0,1.0,3.0,84.0,6.0,4390.0,74.0,0.0,76.0,1.0,84.0,155.0,-78.0,78.0,5.0,5.0,True,
2.0,140.0,3038.0,92.0,99.0,57,1.0,174.0,1.0,3.0,48.0,143.0,2023.0,74.0,1.0,77.0,1.0,140.0,48.0,3.0,3.0,7.0,7.0,,
2.0,127.0,1600.0,97.0,123.0,57,3.0,67.0,1.0,5.0,79.0,50.0,3045.0,74.0,0.0,78.0,1.0,79.0,127.0,-29.0,29.0,26.0,26.0,,
1.0,123.0,2338.0,39.0,29.0,57,2.0,54.0,1.0,4.0,80.0,137.0,2174.0,74.0,1.0,79.0,1.0,123.0,80.0,14.0,14.0,-10.0,10.0,,
1.0,106.0,2484.0,18.0,16.0,57,2.0,140.0,1.0,3.0,169.0,137.0,6197.0,74.0,0.0,80.0,1.0,169.0,106.0,-32.0,32.0,-2.0,2.0,,
1.0,0.0,2318.0,19.0,10.0,57,0.0,80.0,1.0,2.0,36.0,3.0,3009.0,74.0,1.0,81.0,1.0,0.0,36.0,3.0,3.0,-9.0,9.0,,
5.0,172.0,3756.0,170.0,169.0,57,1.0,86.0,1.0,3.0,15.0,22.0,2756.0,74.0,0.0,82.0,1.0,15.0,172.0,7.0,7.0,-1.0,1.0,,
2.0,0.0,2518.0,169.0,166.0,57,5.0,30.0,1.0,1.0,178.0,152.0,4632.0,74.0,1.0,83.0,1.0,0.0,178.0,-28.0,28.0,-3.0,3.0,,
2.0,155.0,3133.0,14.0,17.0,57,0.0,154.0,1.0,3.0,52.0,142.0,4071.0,74.0,0.0,84.0,1.0,52.0,155.0,90.0,90.0,3.0,3.0,True,
5.0,96.0,4856.0,174.0,163.0,57,3.0,84.0,1.0,1.0,161.0,34.0,2032.0,74.0,0.0,85.0,1.0,161.0,96.0,53.0,53.0,-11.0,11.0,,
0.0,30.0,2521.0,19.0,21.0,57,3.0,153.0,1.0,1.0,10.0,162.0,5592.0,74.0,0.0,86.0,1.0,10.0,30.0,-28.0,28.0,2.0,2.0,,
2.0,17.0,1989.0,51.0,13.0,57,4.0,91.0,1.0,3.0,92.0,87.0,4500.0,74.0,0.0,87.0,1.0,92.0,17.0,-5.0,5.0,-38.0,38.0,,
4.0,114.0,4616.0,83.0,60.0,57,3.0,83.0,1.0,5.0,166.0,130.0,2273.0,74.0,1.0,88.0,1.0,114.0,166.0,16.0,16.0,-23.0,23.0,,
3.0,45.0,2941.0,55.0,31.0,57,4.0,93.0,1.0,5.0,62.0,34.0,1944.0,74.0,1.0,89.0,1.0,45.0,62.0,-11.0,11.0,-24.0,24.0,,
2.0,43.0,3924.0,119.0,136.0,57,3.0,30.0,1.0,5.0,102.0,22.0,3850.0,74.0,1.0,90.0,1.0,43.0,102.0,-21.0,21.0,17.0,17.0,,
3.0,106.0,1332.0,73.0,34.0,57,1.0,162.0,1.0,0.0,76.0,115.0,3964.0,74.0,1.0,91.0,1.0,106.0,76.0,9.0,9.0,-39.0,39.0,,
2.0,121.0,1638.0,32.0,25.0,57,0.0,115.0,1.0,3.0,152.0,133.0,1696.0,74.0,1.0,92.0,1.0,121.0,152.0,12.0,12.0,-7.0,7.0,,
5.0,30.0,3775.0,157.0,152.0,57,4.0,15.0,1.0,1.0,115.0,137.0,2841.0,74.0,0.0,93.0,1.0,115.0,30.0,22.0,22.0,-5.0,5.0,,
0.0,18.0,1805.0,139.0,149.0,57,2.0,159.0,1.0,1.0,77.0,24.0,2858.0,74.0,0.0,94.0,1.0,77.0,18.0,-53.0,53.0,10.0,10.0,,
2.0,72.0,2162.0,157.0,156.0,57,3.0,19.0,1.0,0.0,75.0,53.0,4505.0,74.0,1.0,95.0,1.0,72.0,75.0,-19.0,19.0,-1.0,1.0,,
4.0,90.0,3086.0,146.0,140.0,57,3.0,37.0,1.0,0.0,110.0,96.0,7349.0,74.0,1.0,96.0,1.0,90.0,110.0,6.0,6.0,-6.0,6.0,,
2.0,82.0,1917.0,22.0,30.0,57,1.0,28.0,1.0,4.0,79.0,71.0,3442.0,74.0,1.0,97.0,1.0,82.0,79.0,-11.0,11.0,8.0,8.0,,
0.0,70.0,2714.0,66.0,20.0,57,2.0,45.0,1.0,1.0,115.0,29.0,4588.0,74.0,1.0,98.0,1.0,70.0,115.0,-41.0,41.0,-46.0,46.0,,
5.0,166.0,2384.0,130.0,143.0,57,4.0,170.0,1.0,2.0,177.0,167.0,3545.0,74.0,0.0,99.0,1.0,177.0,166.0,-10.0,10.0,13.0,13.0,,
0.0,109.0,2305.0,65.0,28.0,57,4.0,152.0,1.0,3.0,96.0,155.0,3588.0,74.0,0.0,100.0,1.0,96.0,109.0,59.0,59.0,-37.0,37.0,,
5.0,142.0,1991.0,127.0,143.0,57,3.0,1.0,1.0,0.0,160.0,147.0,3499.0,74.0,0.0,101.0,1.0,160.0,142.0,-13.0,13.0,16.0,16.0,,
0.0,115.0,2618.0,133.0,146.0,57,3.0,6.0,1.0,5.0,27.0,139.0,2722.0,74.0,1.0,102.0,1.0,115.0,27.0,24.0,24.0,13.0,13.0,,
1.0,61.0,3890.0,82.0,49.0,57,2.0,52.0,1.0,0.0,24.0,15.0,2967.0,74.0,1.0,103.0,1.0,61.0,24.0,-46.0,46.0,-33.0,33.0,,
0.0,90.0,4355.0,90.0,87.0,57,2.0,71.0,1.0,5.0,136.0,133.0,2280.0,74.0,0.0,104.0,1.0,136.0,90.0,-3.0,3.0,-3.0,3.0,,
0.0,108.0,4710.0,146.0,143.0,57,1.0,0.0,1.0,5.0,85.0,31.0,2778.0,74.0,0.0,105.0,1.0,85.0,108.0,-54.0,54.0,-3.0,3.0,,
2.0,6.0,2311.0,106.0,134.0,57,1.0,81.0,1.0,4.0,147.0,153.0,4260.0,74.0,0.0,106.0,1.0,147.0,6.0,6.0,6.0,28.0,28.0,,
1.0,167.0,2963.0,109.0,140.0,57,0.0,34.0,1.0,2.0,68.0,29.0,2891.0,74.0,1.0,107.0,1.0,167.0,68.0,42.0,42.0,31.0,31.0,,
1.0,177.0,6974.0,37.0,98.0,57,5.0,169.0,1.0,2.0,104.0,158.0,4378.0,74.0,0.0,108.0,1.0,104.0,177.0,54.0,54.0,61.0,61.0,,True
2.0,54.0,1691.0,158.0,134.0,57,3.0,17.0,1.0,5.0,43.0,23.0,5031.0,74.0,0.0,109.0,1.0,43.0,54.0,-20.0,20.0,-24.0,24.0,,
4.0,30.0,4548.0,0.0,179.0,57,1.0,106.0,1.0,5.0,52.0,30.0,2861.0,74.0,0.0,110.0,1.0,52.0,30.0,-22.0,22.0,-1.0,1.0,,
4.0,76.0,4069.0,93.0,98.0,57,5.0,77.0,1.0,2.0,165.0,156.0,2782.0,74.0,0.0,111.0,1.0,165.0,76.0,-9.0,9.0,5.0,5.0,,
4.0,127.0,4119.0,72.0,36.0,57,0.0,122.0,1.0,3.0,142.0,148.0,2450.0,74.0,1.0,112.0,1.0,127.0,142.0,21.0,21.0,-36.0,36.0,,
3.0,113.0,2805.0,177.0,176.0,57,4.0,122.0,1.0,1.0,91.0,82.0,5076.0,74.0,0.0,113.0,1.0,91.0,113.0,-9.0,9.0,-1.0,1.0,,
2.0,49.0,1863.0,42.0,18.0,57,0.0,149.0,1.0,1.0,51.0,25.0,2207.0,74.0,1.0,114.0,1.0,49.0,51.0,-24.0,24.0,-24.0,24.0,,
0.0,48.0,2240.0,40.0,21.0,57,1.0,55.0,1.0,2.0,102.0,21.0,2520.0,74.0,1.0,115.0,1.0,48.0,102.0,-27.0,27.0,-19.0,19.0,,
0.0,15.0,1964.0,34.0,19.0,57,5.0,51.0,1.0,1.0,32.0,20.0,2845.0,74.0,0.0,116.0,1.0,32.0,15.0,-12.0,12.0,-15.0,15.0,,
0.0,53.0,3155.0,126.0,150.0,57,3.0,25.0,1.0,2.0,21.0,28.0,2757.0,74.0,1.0,117.0,1.0,53.0,21.0,-25.0,25.0,24.0,24.0,,
0.0,81.0,1219.0,16.0,16.0,57,3.0,37.0,1.0,5.0,115.0,139.0,3928.0,74.0,1.0,118.0,1.0,81.0,115.0,58.0,58.0,0.0,0.0,,
2.0,131.0,4728.0,91.0,92.0,57,0.0,108.0,1.0,3.0,113.0,14.0,3776.0,74.0,0.0,119.0,1.0,113.0,131.0,81.0,81.0,1.0,1.0,True,
4.0,14.0,1838.0,9.0,11.0,58,3.0,110.0,0.0,5.0,61.0,17.0,3986.0,75.0,0.0,0.0,1.0,61.0,14.0,-44.0,44.0,2.0,2.0,,
5.0,52.0,1289.0,76.0,76.0,58,4.0,54.0,0.0,1.0,20.0,47.0,5133.0,75.0,0.0,1.0,1.0,20.0,52.0,27.0,27.0,0.0,0.0,,
4.0,147.0,1624.0,131.0,120.0,58,2.0,40.0,0.0,3.0,28.0,135.0,2883.0,75.0,1.0,2.0,1.0,147.0,28.0,-12.0,12.0,-11.0,11.0,,
0.0,155.0,1256.0,112.0,108.0,58,2.0,11.0,0.0,1.0,107.0,164.0,1564.0,75.0,1.0,3.0,1.0,155.0,107.0,9.0,9.0,-4.0,4.0,,
5.0,124.0,1705.0,171.0,152.0,58,2.0,26.0,0.0,0.0,172.0,117.0,1677.0,75.0,0.0,4.0,1.0,172.0,124.0,-55.0,55.0,-19.0,19.0,,
1.0,104.0,4892.0,72.0,63.0,58,3.0,143.0,0.0,2.0,175.0,107.0,1588.0,75.0,1.0,5.0,1.0,104.0,175.0,3.0,3.0,-9.0,9.0,,
5.0,89.0,1343.0,1.0,3.0,58,1.0,157.0,0.0,0.0,93.0,55.0,26651.0,75.0,0.0,6.0,1.0,93.0,89.0,-38.0,38.0,2.0,2.0,,
3.0,116.0,1615.0,175.0,160.0,58,4.0,173.0,0.0,1.0,127.0,114.0,3132.0,75.0,0.0,7.0,1.0,127.0,116.0,-13.0,13.0,-15.0,15.0,,
2.0,61.0,1375.0,126.0,120.0,58,5.0,129.0,0.0,0.0,113.0,61.0,3502.0,75.0,1.0,8.0,1.0,61.0,113.0,0.0,0.0,-6.0,6.0,,
3.0,175.0,1480.0,15.0,19.0,58,5.0,142.0,0.0,1.0,79.0,165.0,2844.0,75.0,1.0,9.0,1.0,175.0,79.0,-10.0,10.0,4.0,4.0,,
4.0,148.0,31734.0,97.0,124.0,58,0.0,87.0,0.0,3.0,48.0,145.0,2926.0,75.0,1.0,10.0,1.0,148.0,48.0,-3.0,3.0,27.0,27.0,,
0.0,79.0,1487.0,34.0,30.0,58,4.0,103.0,0.0,3.0,76.0,56.0,4461.0,75.0,0.0,11.0,1.0,76.0,79.0,-20.0,20.0,-4.0,4.0,,
5.0,19.0,1344.0,149.0,126.0,58,3.0,24.0,0.0,1.0,153.0,19.0,1941.0,75.0,1.0,12.0,1.0,19.0,153.0,0.0,0.0,-23.0,23.0,,
5.0,115.0,3752.0,15.0,65.0,58,3.0,35.0,0.0,4.0,3.0,113.0,2277.0,75.0,1.0,13.0,1.0,115.0,3.0,-2.0,2.0,50.0,50.0,,
2.0,96.0,2008.0,65.0,59.0,58,0.0,172.0,0.0,4.0,74.0,94.0,2404.0,75.0,0.0,14.0,1.0,74.0,96.0,20.0,20.0,-6.0,6.0,,
2.0,147.0,1422.0,127.0,122.0,58,4.0,153.0,0.0,3.0,128.0,130.0,1966.0,75.0,1.0,15.0,1.0,147.0,128.0,-17.0,17.0,-5.0,5.0,,
2.0,131.0,1785.0,53.0,67.0,58,5.0,52.0,0.0,1.0,124.0,122.0,2606.0,75.0,0.0,16.0,1.0,124.0,131.0,-2.0,2.0,14.0,14.0,,
5.0,133.0,3402.0,93.0,108.0,58,3.0,156.0,0.0,1.0,63.0,133.0,4645.0,75.0,0.0,17.0,1.0,63.0,133.0,70.0,70.0,15.0,15.0,,
2.0,97.0,1305.0,141.0,141.0,58,1.0,110.0,0.0,4.0,2.0,101.0,25164.0,75.0,0.0,18.0,1.0,2.0,97.0,-81.0,81.0,0.0,0.0,True,
4.0,36.0,1723.0,85.0,80.0,58,5.0,130.0,0.0,3.0,31.0,42.0,2597.0,75.0,0.0,19.0,1.0,31.0,36.0,11.0,11.0,-5.0,5.0,,
3.0,23.0,1472.0,87.0,75.0,58,5.0,84.0,0.0,4.0,130.0,29.0,2269.0,75.0,0.0,20.0,1.0,130.0,23.0,79.0,79.0,-12.0,12.0,True,
1.0,155.0,1471.0,160.0,163.0,58,0.0,1.0,0.0,3.0,134.0,163.0,1428.0,75.0,0.0,21.0,1.0,134.0,155.0,29.0,29.0,3.0,3.0,,
1.0,160.0,2328.0,163.0,154.0,58,4.0,45.0,0.0,0.0,10.0,151.0,2734.0,75.0,1.0,22.0,1.0,160.0,10.0,-9.0,9.0,-9.0,9.0,,
0.0,17.0,4768.0,43.0,55.0,58,2.0,145.0,0.0,5.0,60.0,35.0,3141.0,75.0,1.0,23.0,1.0,17.0,60.0,18.0,18.0,12.0,12.0,,
4.0,75.0,3161.0,47.0,45.0,58,0.0,127.0,0.0,5.0,126.0,67.0,10773.0,75.0,0.0,24.0,1.0,126.0,75.0,-59.0,59.0,-2.0,2.0,,
1.0,66.0,1662.0,13.0,13.0,58,2.0,168.0,0.0,4.0,169.0,58.0,86428.0,75.0,1.0,25.0,1.0,66.0,169.0,-8.0,8.0,0.0,0.0,,
0.0,40.0,1727.0,49.0,60.0,58,1.0,38.0,0.0,4.0,30.0,36.0,339037.0,75.0,0.0,26.0,1.0,30.0,40.0,6.0,6.0,11.0,11.0,,
2.0,138.0,1439.0,138.0,139.0,58,5.0,57.0,0.0,1.0,90.0,122.0,58038.0,75.0,0.0,27.0,1.0,90.0,138.0,32.0,32.0,1.0,1.0,,
4.0,25.0,3041.0,88.0,82.0,58,2.0,147.0,0.0,5.0,177.0,58.0,27955.0,75.0,1.0,28.0,1.0,25.0,177.0,33.0,33.0,-6.0,6.0,,
4.0,16.0,1479.0,53.0,47.0,58,3.0,101.0,0.0,5.0,89.0,20.0,1741.0,75.0,0.0,29.0,1.0,89.0,16.0,-69.0,69.0,-6.0,6.0,,
3.0,9.0,1293.0,112.0,125.0,58,2.0,137.0,0.0,5.0,35.0,28.0,1628.0,75.0,1.0,30.0,1.0,9.0,35.0,19.0,19.0,13.0,13.0,,
2.0,115.0,1176.0,116.0,115.0,58,0.0,147.0,0.0,3.0,23.0,107.0,1519.0,75.0,0.0,31.0,1.0,23.0,115.0,84.0,84.0,-1.0,1.0,True,
2.0,6.0,1199.0,135.0,140.0,58,4.0,160.0,0.0,3.0,134.0,25.0,1480.0,75.0,1.0,32.0,1.0,6.0,134.0,19.0,19.0,5.0,5.0,,
5.0,171.0,1145.0,32.0,39.0,58,4.0,104.0,0.0,3.0,130.0,166.0,1254.0,75.0,0.0,33.0,1.0,130.0,171.0,36.0,36.0,7.0,7.0,,
5.0,66.0,1161.0,159.0,156.0,58,4.0,73.0,0.0,2.0,125.0,68.0,1725.0,75.0,0.0,34.0,1.0,125.0,66.0,-57.0,57.0,-3.0,3.0,,
4.0,1.0,1384.0,162.0,149.0,58,2.0,46.0,0.0,5.0,97.0,177.0,1525.0,75.0,0.0,35.0,1.0,97.0,1.0,80.0,80.0,-13.0,13.0,True,
4.0,135.0,1737.0,8.0,26.0,58,1.0,9.0,0.0,3.0,96.0,124.0,1293.0,75.0,1.0,36.0,1.0,135.0,96.0,-11.0,11.0,18.0,18.0,,
1.0,10.0,1335.0,29.0,39.0,58,2.0,127.0,0.0,0.0,33.0,26.0,2250.0,75.0,0.0,37.0,1.0,33.0,10.0,-7.0,7.0,10.0,10.0,,
0.0,139.0,1176.0,115.0,117.0,58,2.0,159.0,0.0,5.0,169.0,144.0,1677.0,75.0,0.0,38.0,1.0,169.0,139.0,-25.0,25.0,2.0,2.0,,
3.0,1.0,171358.0,149.0,144.0,58,5.0,129.0,0.0,0.0,176.0,147.0,1292.0,75.0,0.0,39.0,1.0,176.0,1.0,-29.0,29.0,-5.0,5.0,,
5.0,109.0,1792.0,0.0,10.0,58,4.0,177.0,0.0,2.0,79.0,111.0,10694.0,75.0,1.0,40.0,1.0,109.0,79.0,2.0,2.0,10.0,10.0,,
3.0,105.0,1785.0,33.0,25.0,58,2.0,58.0,0.0,0.0,49.0,115.0,2726.0,75.0,0.0,41.0,1.0,49.0,105.0,66.0,66.0,-8.0,8.0,,
2.0,102.0,3051.0,160.0,144.0,58,4.0,45.0,0.0,5.0,31.0,104.0,178684.0,75.0,1.0,42.0,1.0,102.0,31.0,2.0,2.0,-16.0,16.0,,
4.0,167.0,4935.0,74.0,60.0,58,2.0,145.0,0.0,0.0,37.0,154.0,3892.0,75.0,1.0,43.0,1.0,167.0,37.0,-13.0,13.0,-14.0,14.0,,
3.0,117.0,4151.0,46.0,60.0,58,4.0,21.0,0.0,1.0,35.0,125.0,2563.0,75.0,1.0,44.0,1.0,117.0,35.0,8.0,8.0,14.0,14.0,,
3.0,90.0,4229.0,169.0,48.0,58,5.0,78.0,0.0,0.0,167.0,89.0,8491.0,75.0,1.0,45.0,1.0,90.0,167.0,-1.0,1.0,59.0,59.0,,
5.0,96.0,2919.0,139.0,146.0,58,4.0,79.0,0.0,0.0,98.0,94.0,7230.0,75.0,0.0,46.0,1.0,98.0,96.0,-4.0,4.0,7.0,7.0,,
3.0,147.0,5261.0,166.0,152.0,58,2.0,48.0,0.0,4.0,3.0,156.0,3289.0,75.0,1.0,47.0,1.0,147.0,3.0,9.0,9.0,-14.0,14.0,,
4.0,122.0,2959.0,145.0,141.0,58,1.0,54.0,0.0,3.0,139.0,111.0,3069.0,75.0,1.0,48.0,1.0,122.0,139.0,-11.0,11.0,-4.0,4.0,,
3.0,153.0,5359.0,137.0,122.0,58,4.0,28.0,0.0,5.0,62.0,143.0,4179.0,75.0,0.0,49.0,1.0,62.0,153.0,81.0,81.0,-15.0,15.0,True,
5.0,70.0,4015.0,19.0,99.0,58,4.0,126.0,0.0,2.0,55.0,128.0,2171.0,75.0,0.0,50.0,1.0,55.0,70.0,73.0,73.0,80.0,80.0,,True
2.0,90.0,3313.0,155.0,53.0,58,0.0,126.0,0.0,3.0,149.0,88.0,4426.0,75.0,1.0,51.0,1.0,90.0,149.0,-2.0,2.0,78.0,78.0,,True
1.0,49.0,3511.0,140.0,157.0,58,0.0,27.0,0.0,4.0,151.0,51.0,2341.0,75.0,1.0,52.0,1.0,49.0,151.0,2.0,2.0,17.0,17.0,,
3.0,108.0,4406.0,73.0,50.0,58,1.0,118.0,0.0,0.0,40.0,108.0,4340.0,75.0,0.0,53.0,1.0,40.0,108.0,68.0,68.0,-23.0,23.0,,
0.0,70.0,1904.0,123.0,121.0,58,2.0,174.0,0.0,4.0,122.0,129.0,15296.0,75.0,1.0,54.0,1.0,70.0,122.0,59.0,59.0,-2.0,2.0,,
5.0,162.0,2593.0,130.0,139.0,58,4.0,38.0,0.0,1.0,102.0,140.0,2675.0,75.0,1.0,55.0,1.0,162.0,102.0,-22.0,22.0,9.0,9.0,,
0.0,11.0,3041.0,155.0,150.0,58,2.0,73.0,0.0,4.0,40.0,23.0,2261.0,75.0,1.0,56.0,1.0,11.0,40.0,12.0,12.0,-5.0,5.0,,
3.0,6.0,2175.0,172.0,133.0,58,2.0,79.0,0.0,4.0,43.0,11.0,3061.0,75.0,1.0,57.0,1.0,6.0,43.0,5.0,5.0,-39.0,39.0,,
0.0,113.0,4334.0,68.0,64.0,58,1.0,135.0,0.0,2.0,164.0,126.0,3618.0,75.0,1.0,58.0,1.0,113.0,164.0,13.0,13.0,-4.0,4.0,,
1.0,97.0,3835.0,94.0,105.0,58,3.0,40.0,0.0,0.0,48.0,54.0,3060.0,75.0,0.0,59.0,1.0,48.0,97.0,6.0,6.0,11.0,11.0,,
1.0,100.0,1729.0,145.0,133.0,58,1.0,15.0,0.0,3.0,168.0,119.0,2981.0,75.0,0.0,60.0,2.0,168.0,100.0,-49.0,49.0,-12.0,12.0,,
1.0,51.0,1929.0,22.0,106.0,58,1.0,155.0,0.0,5.0,116.0,138.0,2798.0,75.0,0.0,61.0,2.0,116.0,51.0,22.0,22.0,84.0,84.0,,True
0.0,107.0,2785.0,31.0,27.0,58,0.0,60.0,0.0,5.0,11.0,115.0,2356.0,75.0,1.0,62.0,2.0,107.0,11.0,8.0,8.0,-4.0,4.0,,
0.0,15.0,303218.0,39.0,96.0,58,0.0,26.0,0.0,4.0,90.0,30.0,2725.0,75.0,1.0,63.0,2.0,15.0,90.0,15.0,15.0,57.0,57.0,,
4.0,152.0,1694.0,12.0,70.0,58,4.0,91.0,0.0,3.0,72.0,152.0,2723.0,75.0,1.0,64.0,2.0,152.0,72.0,0.0,0.0,58.0,58.0,,
5.0,13.0,1884.0,66.0,85.0,58,5.0,23.0,0.0,0.0,164.0,13.0,3241.0,75.0,0.0,65.0,2.0,164.0,13.0,29.0,29.0,19.0,19.0,,
0.0,113.0,3183.0,1.0,6.0,58,0.0,75.0,0.0,1.0,26.0,131.0,2556.0,75.0,1.0,66.0,2.0,113.0,26.0,18.0,18.0,5.0,5.0,,
4.0,152.0,1934.0,57.0,2.0,58,4.0,112.0,0.0,2.0,97.0,139.0,2340.0,75.0,0.0,67.0,2.0,97.0,152.0,42.0,42.0,-55.0,55.0,,
