sub,condition,ori_a,ori_b,ori_c,ori_to_report_convt,ori_resp,angle_diff,ori_to_report_de_convt,ori_resp_de,angle_diff_de,loc_a,loc_b,loc_c,cue_probe,block,allerror,allerror_de,pmi_ori,imi_ori,c_ori,abs_angle_diff,abs_angle_diff_de,badtrial,debadtrial
1,1,63,144,168,-78,-80.7886778717593,-2.7886778717593046,30,30.9858886264344,0.9858886264343987,1,4,4,3,2,-2.7886778717593046,0.9858886264343987,27.0,-54.0,-78.0,2.7886778717593046,0.9858886264343987,,
1,1,57,67,71,19,33.831513704049996,14.831513704049996,-3,-3.87391469365883,-0.87391469365883,6,4,4,3,2,14.831513704049996,-0.87391469365883,33.0,23.0,19.0,14.831513704049996,0.87391469365883,,
1,1,75,97,87,3,5.9602797395296,2.9602797395296,-71,-68.924778030105,2.075221969894997,2,1,1,3,2,2.9602797395296,2.075221969894997,15.0,-7.0,3.0,2.9602797395296,2.075221969894997,,
1,1,65,55,36,25,-20.500275885494005,-45.500275885494005,71,64.2520478550243,-6.747952144975699,4,3,3,1,2,-45.500275885494005,-6.747952144975699,25.0,35.0,54.0,45.500275885494005,6.747952144975699,True,
1,1,28,107,141,62,62.2254242534838,0.22542425348380135,4,9.741768193384985,5.741768193384985,4,6,6,1,2,0.22542425348380135,5.741768193384985,62.0,-17.0,-51.0,0.22542425348380135,5.741768193384985,,
1,1,13,123,132,77,70.4380664516,-6.561933548400006,-85,-79.842671489786,5.1573285102140005,6,1,1,1,2,-6.561933548400006,5.1573285102140005,77.0,-33.0,-42.0,6.561933548400006,5.1573285102140005,,
1,1,84,40,13,77,83.5123882586215,6.512388258621499,57,56.8099952803305,-0.19000471966950272,5,3,3,3,2,6.512388258621499,-0.19000471966950272,6.0,50.0,77.0,6.512388258621499,0.19000471966950272,,
1,1,89,174,64,26,38.1501029838403,12.150102983840299,-61,-58.356117040171,2.643882959829,1,4,4,3,2,12.150102983840299,2.643882959829,1.0,-84.0,26.0,12.150102983840299,2.643882959829,,
1,1,175,40,55,35,35.1243427797325,0.12434277973250119,-75,-72.86267532802799,2.13732467197201,2,3,3,3,2,0.12434277973250119,2.13732467197201,-85.0,50.0,35.0,0.12434277973250119,2.13732467197201,,
1,1,113,136,12,-23,-38.453774562945995,-15.453774562945995,-69,-68.039804244311,0.960195755689,4,5,5,1,2,-15.453774562945995,0.960195755689,-23.0,-46.0,78.0,15.453774562945995,0.960195755689,,
1,1,124,55,118,-28,-28.230762167266988,-0.23076216726698817,29,38.240527472107395,9.240527472107395,4,5,5,3,2,-0.23076216726698817,9.240527472107395,-34.0,35.0,-28.0,0.23076216726698817,9.240527472107395,,True
1,1,148,124,49,41,42.5172612247205,1.5172612247204995,7,14.420457198500998,7.420457198500998,6,4,4,3,2,1.5172612247204995,7.420457198500998,-58.0,-34.0,41.0,1.5172612247204995,7.420457198500998,,
1,1,38,129,37,53,54.50349623771871,1.503496237718707,-27,-22.628223600896007,4.371776399103993,2,6,6,3,2,1.503496237718707,4.371776399103993,52.0,-39.0,53.0,1.503496237718707,4.371776399103993,,
1,1,71,41,167,-77,-76.76034273920601,0.2396572607939902,4,7.267342544612559,3.267342544612559,5,6,6,3,2,0.2396572607939902,3.267342544612559,19.0,49.0,-77.0,0.2396572607939902,3.267342544612559,,
1,1,9,20,98,-8,-25.903039666385013,-17.903039666385013,-13,-15.31901315478001,-2.3190131547800092,2,3,3,3,2,-17.903039666385013,-2.3190131547800092,81.0,70.0,-8.0,17.903039666385013,2.3190131547800092,,
1,1,38,145,113,52,49.944902880347,-2.0550971196529986,-6,-12.797441587672601,-6.797441587672601,6,4,4,1,2,-2.0550971196529986,-6.797441587672601,52.0,-55.0,-23.0,2.0550971196529986,6.797441587672601,,
1,1,137,72,10,80,65.464991216756,-14.535008783243995,-37,-49.110930853323,-12.110930853322998,2,1,1,3,2,-14.535008783243995,-12.110930853322998,-47.0,18.0,80.0,14.535008783243995,12.110930853322998,,True
1,1,91,37,135,-1,-1.01342559477492,-0.013425594774920002,-39,-34.125109426563,4.874890573437,2,5,5,1,2,-0.013425594774920002,4.874890573437,-1.0,53.0,-45.0,0.013425594774920002,4.874890573437,,
1,1,139,80,13,77,75.25454399804899,-1.7454560019510126,55,52.600051079568395,-2.399948920431605,5,1,1,3,2,-1.7454560019510126,-2.399948920431605,-49.0,10.0,77.0,1.7454560019510126,2.399948920431605,,
1,1,117,45,88,-27,-59.278394607668986,-32.278394607668986,70,67.6511973655258,-2.348802634474197,1,5,5,1,2,-32.278394607668986,-2.348802634474197,-27.0,45.0,2.0,32.278394607668986,2.348802634474197,True,
1,1,159,78,87,3,-0.7049860496946,-3.7049860496946,61,63.4894254212084,2.489425421208402,6,2,2,3,2,-3.7049860496946,2.489425421208402,-69.0,12.0,3.0,3.7049860496946,2.489425421208402,,
1,1,91,176,13,77,73.9452917481421,-3.054708251857903,-57,-53.86989647040501,3.13010352959499,3,2,2,3,2,-3.054708251857903,3.13010352959499,-1.0,-86.0,77.0,3.054708251857903,3.13010352959499,,
1,1,133,83,157,-43,-55.917676086285994,-12.917676086285994,-63,-60.257539231018995,2.7424607689810045,4,6,6,1,2,-12.917676086285994,2.7424607689810045,-43.0,7.0,-67.0,12.917676086285994,2.7424607689810045,,
1,1,106,52,136,-46,-63.61131080386801,-17.611310803868008,-5,-10.808617817789013,-5.808617817789013,2,4,4,3,2,-17.611310803868008,-5.808617817789013,-16.0,38.0,-46.0,17.611310803868008,5.808617817789013,,
1,1,76,89,58,32,36.9002912664998,4.900291266499799,-31,-36.45008084302299,-5.450080843022988,4,6,6,3,2,4.900291266499799,-5.450080843022988,14.0,1.0,32.0,4.900291266499799,5.450080843022988,,
1,1,114,135,169,-24,-30.34978480221099,-6.349784802210991,13,22.568058768874,9.568058768874,2,1,1,1,2,-6.349784802210991,9.568058768874,-24.0,-45.0,-79.0,6.349784802210991,9.568058768874,,True
1,1,10,151,167,-77,-79.5939605400424,-2.593960540042403,-19,-23.2709904560565,-4.270990456056499,3,4,4,3,2,-2.593960540042403,-4.270990456056499,80.0,-61.0,-77.0,2.593960540042403,4.270990456056499,,
1,1,104,17,172,-14,-27.681013334964007,-13.681013334964007,-23,-27.8098169569961,-4.809816956996102,4,5,5,1,2,-13.681013334964007,-4.809816956996102,-14.0,73.0,-82.0,13.681013334964007,4.809816956996102,,
1,1,154,86,132,-42,-52.78039590313999,-10.78039590313999,15,21.7350708682665,6.735070868266501,1,3,3,3,2,-10.78039590313999,6.735070868266501,-64.0,4.0,-42.0,10.78039590313999,6.735070868266501,,
1,1,113,165,50,40,49.0912572792904,9.091257279290403,46,45.9983360759216,-0.001663924078400214,1,2,2,3,2,9.091257279290403,-0.001663924078400214,-23.0,-75.0,40.0,9.091257279290403,0.001663924078400214,,
1,1,53,120,105,-15,-7.760279986314998,7.239720013685002,-13,-14.043370881749802,-1.0433708817498015,1,5,5,3,2,7.239720013685002,-1.0433708817498015,37.0,-30.0,-15.0,7.239720013685002,1.0433708817498015,,
1,1,179,4,67,-89,-85.9322844729103,3.067715527089703,-17,-18.7963407244157,-1.7963407244156997,2,1,1,1,2,3.067715527089703,-1.7963407244156997,-89.0,86.0,23.0,3.067715527089703,1.7963407244156997,,
1,1,159,17,155,-69,-61.194658833187006,7.805341166812994,-63,-58.551678349231,4.448321650769003,2,5,5,1,2,7.805341166812994,4.448321650769003,-69.0,73.0,-65.0,7.805341166812994,4.448321650769003,,
1,1,35,6,97,55,75.88708059519001,20.887080595190014,-51,-48.36867270622599,2.6313272937740066,6,3,3,1,2,20.887080595190014,2.6313272937740066,55.0,84.0,-7.0,20.887080595190014,2.6313272937740066,,
1,1,160,116,140,-50,-48.505196905112996,1.4948030948870041,-56,-60.700978911077,-4.7009789110770015,5,4,4,3,2,1.4948030948870041,-4.7009789110770015,-70.0,-26.0,-50.0,1.4948030948870041,4.7009789110770015,,
1,1,48,90,57,42,41.8358042842367,-0.16419571576329872,85,81.94100578270809,-3.058994217291911,5,2,2,1,2,-0.16419571576329872,-3.058994217291911,42.0,0.0,33.0,0.16419571576329872,3.058994217291911,,
1,1,106,76,161,-16,1.14014032315103,17.14014032315103,-57,-60.607443813258996,-3.607443813258996,3,6,6,1,2,17.14014032315103,-3.607443813258996,-16.0,14.0,-71.0,17.14014032315103,3.607443813258996,,
1,1,136,14,72,-46,-37.39109033943001,8.608909660569992,-30,-34.55423384892799,-4.554233848927993,4,2,2,1,2,8.608909660569992,-4.554233848927993,-46.0,76.0,18.0,8.608909660569992,4.554233848927993,,
1,1,112,2,74,-22,-35.692049997445,-13.692049997444997,27,36.11089109953671,9.110891099536708,3,2,2,1,2,-13.692049997444997,9.110891099536708,-22.0,88.0,16.0,13.692049997444997,9.110891099536708,,True
1,1,28,31,29,61,62.129767712074006,1.1297677120740062,-76,-70.92616190577859,5.073838094221415,6,1,1,3,2,1.1297677120740062,5.073838094221415,62.0,59.0,61.0,1.1297677120740062,5.073838094221415,,
1,1,89,165,37,53,46.43252033217521,-6.5674796678247915,19,20.8609912166933,1.8609912166933,2,5,5,3,2,-6.5674796678247915,1.8609912166933,1.0,-75.0,53.0,6.5674796678247915,1.8609912166933,,
1,1,135,47,69,-45,-38.14405707754699,6.855942922453011,-67,-58.424049311952984,8.575950688047016,6,4,4,1,2,6.855942922453011,8.575950688047016,-45.0,43.0,21.0,6.855942922453011,8.575950688047016,,True
1,1,113,46,97,-7,-24.5940788634368,-17.5940788634368,-12,-16.412711541772012,-4.412711541772012,4,6,6,3,2,-17.5940788634368,-4.412711541772012,-23.0,44.0,-7.0,17.5940788634368,4.412711541772012,,
1,1,114,93,29,-24,-16.196294131607402,7.803705868392598,-26,-37.75435273032599,-11.75435273032599,6,2,2,1,2,7.803705868392598,-11.75435273032599,-24.0,-3.0,61.0,7.803705868392598,11.75435273032599,,True
1,1,50,28,167,40,42.3545020642944,2.354502064294401,-20,-23.643441384239992,-3.643441384239992,4,5,5,1,2,2.354502064294401,-3.643441384239992,40.0,62.0,-77.0,2.354502064294401,3.643441384239992,,
1,1,169,163,17,73,72.50063948896609,-0.4993605110339132,29,29.9343720261283,0.9343720261283011,3,4,4,3,2,-0.4993605110339132,0.9343720261283011,-79.0,-73.0,73.0,0.4993605110339132,0.9343720261283011,,
1,1,2,107,40,88,74.200595036355,-13.799404963645003,52,58.527041564938706,6.527041564938706,5,6,6,1,2,-13.799404963645003,6.527041564938706,88.0,-17.0,50.0,13.799404963645003,6.527041564938706,,
1,1,147,122,44,-57,-73.35817264453199,-16.35817264453199,-18,-24.851677194538304,-6.851677194538304,5,1,1,1,2,-16.35817264453199,-6.851677194538304,-57.0,-32.0,46.0,16.35817264453199,6.851677194538304,,
1,1,139,147,161,-49,-46.85368462750901,2.1463153724909887,54,61.478829988912295,7.478829988912295,1,2,2,1,2,2.1463153724909887,7.478829988912295,-49.0,-57.0,-71.0,2.1463153724909887,7.478829988912295,,
1,1,26,68,117,-27,-36.5780499485738,-9.578049948573799,7,14.1576574959829,7.1576574959829,2,3,3,3,3,-9.578049948573799,7.1576574959829,64.0,22.0,-27.0,9.578049948573799,7.1576574959829,,
1,1,89,1,21,69,68.3795061950515,-0.6204938049484952,40,47.6882690244127,7.688269024412698,5,3,3,3,3,-0.6204938049484952,7.688269024412698,1.0,89.0,69.0,0.6204938049484952,7.688269024412698,,
1,1,151,31,138,-48,-47.39857439960198,0.6014256003980165,25,33.0398751516835,8.039875151683503,2,4,4,3,3,0.6014256003980165,8.039875151683503,-61.0,59.0,-48.0,0.6014256003980165,8.039875151683503,,
1,1,14,105,166,76,74.526668748377,-1.4733312516229944,59,58.5593898919905,-0.4406101080095013,3,5,5,1,3,-1.4733312516229944,-0.4406101080095013,76.0,-15.0,-76.0,1.4733312516229944,0.4406101080095013,,
1,1,167,74,128,-77,-76.622602600686,0.37739739931400607,36,36.618039437064205,0.6180394370642048,3,4,4,1,3,0.37739739931400607,0.6180394370642048,-77.0,16.0,-38.0,0.37739739931400607,0.6180394370642048,,
1,1,63,44,139,27,29.095964353478102,2.0959643534781023,-6,-8.19401730165295,-2.1940173016529503,1,5,5,1,3,2.0959643534781023,-2.1940173016529503,27.0,46.0,-49.0,2.0959643534781023,2.1940173016529503,,
1,1,57,49,174,-84,-74.76550245783899,9.234497542161009,-29,-36.945459202985006,-7.945459202985006,4,6,6,3,3,9.234497542161009,-7.945459202985006,33.0,41.0,-84.0,9.234497542161009,7.945459202985006,,True
1,1,46,71,120,-30,-30.837656636427,-0.8376566364269991,73,72.76212383858541,-0.23787616141459011,1,5,5,3,3,-0.8376566364269991,-0.23787616141459011,44.0,19.0,-30.0,0.8376566364269991,0.23787616141459011,,
1,1,109,164,81,9,8.80667063178782,-0.19332936821217928,69,68.7879699137994,-0.21203008620059904,4,2,2,3,3,-0.19332936821217928,-0.21203008620059904,-19.0,-74.0,9.0,0.19332936821217928,0.21203008620059904,,
1,1,7,99,58,32,45.5161642297648,13.516164229764797,17,20.1449471296907,3.1449471296906992,2,4,4,3,3,13.516164229764797,3.1449471296906992,83.0,-9.0,32.0,13.516164229764797,3.1449471296906992,,
1,1,18,77,136,-46,-56.105582222376,-10.105582222376,44,48.089746194655504,4.089746194655504,6,3,3,3,3,-10.105582222376,4.089746194655504,72.0,13.0,-46.0,10.105582222376,4.089746194655504,,
1,1,133,164,126,-36,-31.43816293865899,4.561837061341009,-52,-48.13103390648001,3.8689660935199868,1,2,2,3,3,4.561837061341009,3.8689660935199868,-43.0,-74.0,-36.0,4.561837061341009,3.8689660935199868,,
1,1,54,168,105,-15,-16.390200392157,-1.3902003921569985,61,67.3509726707461,6.350972670746103,4,5,5,3,3,-1.3902003921569985,6.350972670746103,36.0,-78.0,-15.0,1.3902003921569985,6.350972670746103,,
1,1,177,137,160,-70,-61.8169674329505,8.183032567049501,-79,-75.03514912738899,3.9648508726110094,5,3,3,3,3,8.183032567049501,3.9648508726110094,-87.0,-47.0,-70.0,8.183032567049501,3.9648508726110094,,
1,1,127,146,70,-37,-43.749690305629,-6.749690305629002,-32,-30.56843424789801,1.4315657521019887,3,1,1,1,3,-6.749690305629002,1.4315657521019887,-37.0,-56.0,20.0,6.749690305629002,1.4315657521019887,,
1,1,76,141,126,-36,-21.085990641536995,14.914009358463005,-61,-64.92534277165501,-3.9253427716550107,2,6,6,3,3,14.914009358463005,-3.9253427716550107,14.0,-51.0,-36.0,14.914009358463005,3.9253427716550107,,
